food_name,cal_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,sugar_per_100g,fiber_per_100g,sodium_per_100g,satfat_per_100g,matched
plus finely tomato,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus garlic,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus granulated sugar,387.0,0.0,0.0,100.0,99.8,0.0,1.0,0.0,yes
plus grated lemon zest,420.0,28.4,27.8,13.9,0.07,0.0,1800.0,15.4,yes
plus grated orange rinds,420.0,28.4,27.8,13.9,0.07,0.0,1800.0,15.4,yes
plus ice water,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus kosher salt,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus lemon juice,22.0,0.35,0.24,6.9,2.52,0.3,1.0,0.04,yes
plus light sour cream,136.0,3.5,10.6,7.1,0.22,0.0,83.0,6.6,yes
plus lime juice,25.0,0.42,0.07,8.42,1.69,0.4,2.0,0.008,yes
plus low-sodium chicken broth,16.0,2.0,0.6,1.2,0.13,0.0,30.0,0.179,yes
plus masa harina,363.0,8.46,3.69,76.6,1.61,6.4,5.0,0.532,yes
plus old bay spice,313.0,7.61,8.36,75.0,0.0,26.3,23.0,2.28,yes
plus olive oils,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.4,yes
plus organic cornstarch,381.0,0.26,0.05,91.3,0.0,0.9,9.0,0.009,yes
plus panko bread crumbs,395.0,13.4,5.3,72.0,6.2,4.5,732.0,1.2,yes
plus peach nectar,50.0,0.21,0.51,11.9,11.2,0.1,8.0,0.224,yes
plus peanut or vegetable oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,15.3,yes
plus pepper,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus powdered sugar,389.0,0.0,0.0,99.8,97.8,0.0,2.0,0.0,yes
plus quick grits,348.0,8.8,1.2,79.6,0.3,4.8,1.0,0.16,yes
plus red wine vinegar,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
plus salt,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus sifted cake flour,362.0,8.2,0.86,78.0,0.31,1.7,2.0,0.127,yes
plus soy sauce,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
plus sugar,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus sweet marsala wine,160.0,0.2,0.0,13.7,7.78,0.0,9.0,0.0,yes
plus table salt,0.0,0.0,0.0,0.0,0.0,0.0,38800.0,0.0,yes
plus tahini,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus to cold water,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus toasted sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
plus unbleached all-purpose flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
plus unsweetened almond,15.0,0.4,0.96,1.31,0.81,0.2,72.0,0.08,yes
plus unsweetened cocoa,228.0,19.6,13.7,57.9,1.75,37.0,21.0,8.07,yes
plus vegetable oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,15.3,yes
plus warm water,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus water,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus white shiro miso,198.0,12.8,6.01,25.4,6.2,5.4,3730.0,1.02,yes
plus white sugar,41.0,2.47,1.44,5.76,2.88,2.1,39.0,0.206,yes
plus white whole-wheat flour,332.0,9.61,1.95,74.5,1.02,13.1,3.0,0.43,yes
plv coconut oil,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
plymouth sloe gin,295.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,yes
poached spring berries,143.0,12.5,9.47,0.71,0.37,0.0,297.0,3.11,yes
poblano chile,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
poblano chile or can green chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
poblano chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
poblano pepper,27.0,1.66,0.45,5.35,1.95,3.4,13.0,0.048,yes
poblano peppers,27.0,1.66,0.45,5.35,1.95,3.4,13.0,0.048,yes
pods star anise,337.0,17.6,15.9,50.0,0.0,14.6,16.0,0.586,yes
pomegranate arils,83.0,1.67,1.17,18.7,13.7,4.0,3.0,0.12,yes
pomegranate juice,54.0,0.15,0.29,13.1,12.6,0.1,9.0,0.077,yes
pomegranate molasses,290.0,0.0,0.1,74.7,74.7,0.0,37.0,0.018,yes
pomegranate seeds,83.0,1.67,1.17,18.7,13.7,4.0,3.0,0.12,yes
pompeian avocado oil non- cooking spray,792.0,0.26,78.7,20.7,0.0,0.0,59.0,5.02,yes
popcorn,351.0,17.7,21.7,21.2,0.0,1.0,1140.0,3.95,yes
popcorn kernels,884.0,0.0,100.0,0.0,0.0,0.0,0.0,6.3,yes
popped light butter microwave popcorn,583.0,7.29,43.6,45.1,0.46,8.1,909.0,6.82,yes
popped unseasoned popcorn,387.0,12.9,4.54,77.8,0.87,14.5,8.0,0.637,yes
poppy seed,525.0,18.0,41.6,28.1,2.99,19.5,26.0,4.52,yes
poppy seeds,525.0,18.0,41.6,28.1,2.99,19.5,26.0,4.52,yes
popsicle sticks or barbecue skewers,21.0,0.0,0.0,5.14,1.52,0.0,10.0,0.0,yes
pork,171.0,19.1,10.5,0.0,0.0,0.0,1050.0,3.23,yes
pork and vegetables,136.0,8.28,5.52,13.3,2.76,1.4,441.0,1.72,yes
pork chops,167.0,18.7,9.62,0.84,0.28,0.0,378.0,3.6,yes
pork chunks,171.0,19.1,10.5,0.0,0.0,0.0,1050.0,3.23,yes
pork sirloin cutlets,113.0,22.9,1.71,0.0,0.0,0.0,50.0,0.524,yes
pork spare ribs,189.0,19.3,11.8,0.0,0.0,0.0,63.0,2.37,yes
pork spareribs or country-style ribs or beef short ribs,189.0,19.3,11.8,0.0,0.0,0.0,63.0,2.37,yes
pork tenderloin,110.0,17.2,3.8,1.82,0.14,0.0,594.0,1.16,yes
pork tenderloins,110.0,17.2,3.8,1.82,0.14,0.0,594.0,1.16,yes
porkcountry ribs,201.0,19.6,13.1,1.15,0.0,0.0,76.0,5.89,yes
porkcountry-style ribs,189.0,19.3,11.8,0.0,0.0,0.0,63.0,2.37,yes
porkshoulder blade roast,186.0,25.2,8.67,0.0,0.0,0.0,100.0,3.46,yes
port,352.0,23.8,28.2,0.57,0.57,0.0,534.0,16.7,yes
port or other sweet red wine,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
port wine,352.0,23.8,28.2,0.57,0.57,0.0,534.0,16.7,yes
portobello mushroom caps,123.0,21.6,3.39,0.0,0.0,0.0,73.0,1.19,yes
pot sticker or gyoza wrappers,291.0,9.8,1.5,57.9,0.0,1.8,572.0,0.263,yes
potato,266.0,12.5,3.13,47.1,9.38,6.3,375.0,0.0,yes
potato gnocchi,266.0,12.5,3.13,47.1,9.38,6.3,375.0,0.0,yes
potato starch,239.0,3.34,2.65,50.5,6.87,5.1,593.0,0.215,yes
potato starch or cornstarch,381.0,0.26,0.05,91.3,0.0,0.9,9.0,0.009,yes
potatoes,266.0,12.5,3.13,47.1,9.38,6.3,375.0,0.0,yes
pouches precooked brown basmati rice,363.0,7.23,2.78,76.5,0.66,4.6,8.0,0.557,yes
powdered gelatin,335.0,85.6,0.1,0.0,0.0,0.0,196.0,0.07,yes
powdered peanut butter,373.0,2.0,1.0,89.0,5.3,0.0,1200.0,0.589,yes
powdered psyllium husk,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
powdered saffron,310.0,11.4,5.85,65.4,0.0,3.9,148.0,1.59,yes
powdered sugar,389.0,0.0,0.0,99.8,97.8,0.0,2.0,0.0,yes
powdered sugar and or maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
powdered sugar powdered sugar,389.0,0.0,0.0,99.8,97.8,0.0,2.0,0.0,yes
powdered sugar- sifted,389.0,0.0,0.0,99.8,97.8,0.0,2.0,0.0,yes
prebaked whole-wheat thin pizza crust,303.0,15.3,14.1,28.6,2.67,1.6,784.0,6.9,yes
prechopped butternut squash,45.0,1.0,0.1,11.7,2.2,2.0,4.0,0.021,yes
prechopped dates,282.0,2.45,0.39,75.0,63.4,8.0,2.0,0.032,yes
prechopped green bell pepper,21.0,0.72,0.27,4.6,0.0,1.7,397.0,0.028,yes
prechopped hearts of romaine lettuce,17.0,1.23,0.3,3.29,1.19,2.1,8.0,0.039,yes
prechopped onion,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
prechopped onions,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
prechopped red bell pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
prechopped red onion,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
prechopped red onions,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
prechopped yellow onion,123.0,0.95,10.8,7.86,0.0,1.7,12.0,1.48,yes
precooked brown rice,363.0,7.23,2.78,76.5,0.66,4.6,8.0,0.557,yes
precooked lentils,352.0,24.6,1.06,63.4,2.03,10.7,6.0,0.154,yes
precooked microwavable brown rice,363.0,7.23,2.78,76.5,0.66,4.6,8.0,0.557,yes
premium bittersweet chocolate,260.0,10.3,12.4,26.7,3.53,0.9,602.0,1.95,yes
premium semisweet chocolate,480.0,4.2,30.0,63.9,54.5,5.9,11.0,17.8,yes
premium white chocolate,539.0,5.87,32.1,59.2,59.0,0.2,90.0,19.4,yes
prepared guacamole,48.0,1.18,0.69,11.3,7.99,3.3,420.0,0.09,yes
prepared horseradish,48.0,1.18,0.69,11.3,7.99,3.3,420.0,0.09,yes
prepared mustard,61.0,4.25,3.38,5.3,0.0,4.3,1100.0,0.252,yes
prepared oatmeal,450.0,6.2,18.1,68.7,24.7,2.8,520.0,4.52,yes
prepared pico de gallo,48.0,1.18,0.69,11.3,7.99,3.3,420.0,0.09,yes
prepared refrigerated pesto,418.0,9.83,37.6,10.1,6.33,1.8,603.0,7.07,yes
prepared refrigerated salsafresca,291.0,9.62,5.65,50.4,3.55,2.2,465.0,1.39,yes
prepared salsa,48.0,1.18,0.69,11.3,7.99,3.3,420.0,0.09,yes
prepared stuffing,195.0,2.73,12.0,18.8,2.04,0.8,479.0,2.32,yes
prepared wasabi paste,292.0,2.23,10.9,46.1,13.2,6.1,3390.0,2.03,yes
prepared white horseradish,48.0,1.18,0.69,11.3,7.99,3.3,420.0,0.09,yes
prepared yellow mustard,61.0,4.25,3.38,5.3,0.0,4.3,1100.0,0.252,yes
preserved lemon,278.0,0.37,0.07,68.9,48.5,1.1,32.0,0.01,yes
preserved lemon quarters,244.0,14.1,11.6,22.2,5.13,1.6,427.0,4.01,yes
preshredded parmesan cheese,420.0,28.4,27.8,13.9,0.07,0.0,1800.0,15.4,yes
preshredded part-skim mozzarella cheese,254.0,24.3,15.9,2.77,1.13,0.0,619.0,10.1,yes
preshredded reduced-fat cheddar cheese,176.0,13.4,8.88,10.7,7.06,0.0,1100.0,5.65,yes
preshredded reduced-fat mexican cheeseblend,282.0,24.7,19.4,3.41,0.56,0.0,776.0,11.6,yes
presliced vidalia or other sweet onions,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
pretzel,397.0,10.8,2.0,82.2,3.08,2.3,269.0,0.4,yes
pretzel salt,384.0,10.0,2.93,80.4,2.21,3.4,1240.0,0.391,yes
prewashed quinoa,120.0,4.4,1.92,21.3,0.87,2.8,7.0,0.231,yes
prewashed spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
prewashed white quinoa,120.0,4.4,1.92,21.3,0.87,2.8,7.0,0.231,yes
prosciutto or ham,263.0,16.3,20.7,1.84,0.0,0.0,1240.0,7.18,yes
prosecco or other dry sparkling wine,152.0,0.2,0.0,11.7,1.09,0.0,9.0,0.0,yes
prosecco or other sparkling wine,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
prune butter,257.0,2.1,0.2,65.1,39.0,3.3,23.0,0.016,yes
prunes,257.0,2.1,0.2,65.1,39.0,3.3,23.0,0.016,yes
pt grape tomatoes,69.0,4.27,1.97,11.7,0.0,9.9,2850.0,0.312,yes
puffed barleycereal,354.0,13.0,3.4,80.0,0.55,2.7,5.0,0.67,yes
pumpkin pie spice,342.0,5.76,12.6,69.3,7.76,14.8,52.0,6.53,yes
pumpkin puree,26.0,1.0,0.1,6.5,2.76,0.5,1.0,0.052,yes
pumpkin seeds,559.0,30.2,49.0,10.7,1.4,6.0,7.0,8.66,yes
pumpkin seeds pepitas,559.0,30.2,49.0,10.7,1.4,6.0,7.0,8.66,yes
pumpkin use half if pumpkin is big,26.0,1.0,0.1,6.5,2.76,0.5,1.0,0.052,yes
pumpkinpie spice,342.0,5.76,12.6,69.3,7.76,14.8,52.0,6.53,yes
pumpkinseed kernels,884.0,0.0,100.0,0.0,0.0,0.0,0.0,6.3,yes
pumpkinspie spice,342.0,5.76,12.6,69.3,7.76,14.8,52.0,6.53,yes
punnet of cress,32.0,2.6,0.7,5.5,4.4,1.1,14.0,0.023,yes
purchased tzatziki,288.0,11.3,2.3,54.7,0.0,0.0,26.0,0.328,yes
pure almond,257.0,2.1,0.2,65.1,39.0,3.3,23.0,0.016,yes
pure grade a maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
pure maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
pure pumpkin puree,257.0,2.1,0.2,65.1,39.0,3.3,23.0,0.016,yes
pure vanilla extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
pure vanilla extract or almond extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
pureed,257.0,2.1,0.2,65.1,39.0,3.3,23.0,0.016,yes
purple carrots,51.0,0.39,0.05,13.6,13.4,0.2,6.0,0.004,yes
purple kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
purple scallions or spring onions,32.0,1.83,0.19,7.34,2.33,2.6,16.0,0.032,yes
purple sweet potato,42.0,2.49,0.51,8.82,0.0,5.3,6.0,0.111,yes
puy lentils,352.0,24.6,1.06,63.4,2.03,10.7,6.0,0.154,yes
quality dark or milk chocolate,535.0,7.65,29.7,59.4,51.5,3.4,79.0,18.5,yes
quality pure vanilla extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
quality sausagesmeat,884.0,0.0,100.0,0.0,0.0,0.0,6.0,87.6,yes
quarter wedge of cabbage,244.0,14.1,11.6,22.2,5.13,1.6,427.0,4.01,yes
quarts apple cider,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
quarts boiling water,20.0,2.08,0.24,3.7,0.0,1.9,122.0,0.039,yes
quarts chicken broth,185.0,25.3,8.1,0.9,0.0,0.0,482.0,2.25,yes
quarts cold water,884.0,0.11,100.0,0.0,0.0,0.0,0.0,8.98,yes
quarts homemade chicken stock,36.0,2.52,1.2,3.53,1.58,0.0,143.0,0.321,yes
quarts ice water,29.0,2.19,0.23,4.51,2.89,0.8,61.0,0.164,yes
quarts low-sodium chicken broth or water,16.0,2.0,0.6,1.2,0.13,0.0,30.0,0.179,yes
quarts peanut oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.4,yes
quarts peanut or vegetable oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,15.3,yes
quarts plus peanut oil or canola oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,7.36,yes
quarts strawberries,32.0,0.67,0.3,7.68,4.89,2.0,1.0,0.015,yes
quarts water,384.0,7.14,7.14,72.8,0.0,7.1,571.0,0.0,yes
quarts white vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
queso fresco,299.0,18.1,23.8,2.98,2.32,0.0,751.0,12.9,yes
queso fresco or feta cheese,299.0,18.1,23.8,2.98,2.32,0.0,751.0,12.9,yes
quick chilled pea soup,51.0,2.0,1.06,9.7,4.2,3.1,148.0,0.18,yes
quick chive mashed potato,89.0,1.65,2.82,14.6,0.5,1.3,306.0,0.577,yes
quick oats,371.0,13.7,6.87,68.2,1.42,9.4,3.0,1.11,yes
quick pea broth,16.0,2.0,0.6,0.4,0.09,0.0,200.0,0.133,yes
quick pickled cabbage,30.0,1.6,0.1,5.67,1.3,3.1,277.0,0.013,yes
quick tomato sauce for pizza,32.0,1.32,0.39,7.09,0.0,1.4,15.0,0.055,yes
quick-cooking barley,123.0,2.26,0.44,28.2,0.28,3.8,3.0,0.093,yes
quick-cooking grits,71.0,1.71,0.46,14.8,0.12,0.8,223.0,0.066,yes
quick-cooking oatmeal,71.0,2.54,1.52,12.0,0.27,1.7,4.0,0.31,yes
quick-cooking oats,371.0,13.7,6.87,68.2,1.42,9.4,3.0,1.11,yes
quick-cooking polenta,71.0,1.71,0.46,14.8,0.12,0.8,223.0,0.066,yes
quick-cooking tapioca,358.0,0.19,0.02,88.7,3.35,0.9,1.0,0.005,yes
quick-mixing flour,405.0,9.66,10.6,67.1,0.0,0.0,677.0,4.1,yes
quick-pickled onions,121.0,1.5,0.9,26.6,23.9,1.5,527.0,0.149,yes
quinoa,120.0,4.4,1.92,21.3,0.87,2.8,7.0,0.231,yes
quinoa with toasted pine nuts,673.0,13.7,68.4,13.1,3.59,3.7,2.0,4.9,yes
rack of ribs,237.0,21.3,16.9,0.0,0.0,0.0,69.0,8.13,yes
racks baby back or loin back ribs,336.0,15.8,29.9,0.9,0.0,0.0,53.0,13.3,yes
racks of lamb,169.0,19.9,9.96,0.05,0.0,0.0,62.0,4.3,yes
radicchio,23.0,1.43,0.25,4.48,0.6,0.9,22.0,0.06,yes
radish,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
radishes,16.0,0.68,0.1,3.4,1.86,1.6,39.0,0.032,yes
rainbow chard,19.0,1.8,0.2,3.74,1.1,1.6,213.0,0.03,yes
rainbow troutfillets,97.0,17.6,2.42,0.0,0.0,0.0,60.0,0.452,yes
raisins,296.0,2.52,0.54,78.5,0.0,6.8,28.0,0.178,yes
rajas con crema,107.0,5.8,3.47,13.1,1.87,3.3,449.0,1.25,yes
ramekin preparation,48.0,1.18,0.69,11.3,7.99,3.3,420.0,0.09,yes
ras el hanout or garam masala,57.0,3.3,0.88,10.5,2.3,2.6,92.0,0.18,yes
rashers of higher-welfare smoked pancetta,58.0,0.9,0.0,0.27,0.0,0.0,4.0,0.0,yes
raspberries,52.0,1.2,0.65,11.9,4.42,6.5,1.0,0.019,yes
raspberry coulis,52.0,1.2,0.65,11.9,4.42,6.5,1.0,0.019,yes
raspberry dressing,355.0,0.69,26.2,31.9,17.7,0.7,1130.0,2.39,yes
raspberry jam,278.0,0.37,0.07,68.9,48.5,1.1,32.0,0.01,yes
raw,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
raw almonds,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
raw almonds or toasted,315.0,10.5,6.6,52.6,1.94,2.5,417.0,1.62,yes
raw baby beets,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
raw buckwheat granola,343.0,13.2,3.4,71.5,0.0,10.0,1.0,0.741,yes
raw cacao powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
raw cashews,553.0,18.2,43.8,30.2,5.91,3.3,12.0,7.78,yes
raw chickenskin,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
raw honey,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
raw honey or maple syrup,260.0,0.04,0.06,67.0,60.5,0.0,12.0,0.007,yes
raw nuts,553.0,18.2,43.8,30.2,5.91,3.3,12.0,7.78,yes
raw or toasted shelled pistachios,560.0,20.2,45.3,27.2,7.66,10.6,1.0,5.91,yes
raw pecan halves,691.0,9.17,72.0,13.9,3.97,9.6,0.0,6.18,yes
raw pecan pieces,691.0,9.17,72.0,13.9,3.97,9.6,0.0,6.18,yes
raw pepitas,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
raw pumpkin seeds,89.0,19.4,0.7,0.0,0.0,0.0,80.0,0.139,yes
raw sesame seeds,573.0,17.7,49.7,23.4,0.3,11.8,11.0,6.96,yes
raw shell-on king prawns,105.0,20.3,2.0,0.0,0.0,0.0,158.0,0.363,yes
raw sugar,94.0,2.06,0.29,23.6,0.0,4.4,9.0,0.048,yes
raw sunflower seedkernels,69.0,1.5,0.1,17.6,8.55,5.3,20.0,0.014,yes
raw sunflower seeds,584.0,20.8,51.5,20.0,2.62,8.6,9.0,4.46,yes
raw unsalted walnut halves,884.0,0.0,100.0,0.0,0.0,0.0,0.0,9.1,yes
raw walnuts,884.0,0.0,100.0,0.0,0.0,0.0,0.0,9.1,yes
raw wheat germ,884.0,0.0,100.0,0.0,0.0,0.0,0.0,18.8,yes
ready-to-eat roasted,352.0,11.2,3.3,75.7,20.0,9.1,27.0,0.496,yes
ready-to-eat roasted skinned,352.0,11.2,3.3,75.7,20.0,9.1,27.0,0.496,yes
ready-to-use sun-dried tomatoes,258.0,14.1,2.97,55.8,37.6,12.3,107.0,0.426,yes
recipe,359.0,1.42,7.17,72.2,64.3,1.1,132.0,4.48,yes
recipe basic single-crust pie dough,527.0,6.4,34.6,47.5,0.17,1.7,542.0,8.62,yes
recipe biscuit topping,353.0,7.0,16.3,44.6,2.18,1.5,580.0,4.32,yes
recipe blanched green beans,590.0,21.4,52.5,18.7,4.63,9.9,19.0,3.95,yes
recipe butter cookie dough,458.0,8.2,25.0,52.1,0.0,1.1,397.0,5.79,yes
recipe buttery croutons,407.0,11.9,6.6,73.5,0.0,5.1,698.0,1.51,yes
recipe chunky guacamole,519.0,7.5,27.5,60.4,52.5,2.5,38.0,12.5,yes
recipe classic burger sauce,197.0,10.3,14.9,5.48,0.19,0.1,493.0,8.03,yes
recipe classic tart dough,299.0,7.1,6.0,52.6,0.18,1.9,483.0,1.47,yes
recipe creamy chocolate frosting,397.0,1.1,17.6,63.2,57.7,0.9,183.0,5.53,yes
recipe crispy onions,359.0,1.42,7.17,72.2,64.3,1.1,132.0,4.48,yes
recipe double-crust pie dough,527.0,6.4,34.6,47.5,0.17,1.7,542.0,8.62,yes
recipe easy vanilla bean buttercream,383.0,1.05,5.45,82.2,79.8,0.0,47.0,3.38,yes
recipe filling,359.0,1.42,7.17,72.2,64.3,1.1,132.0,4.48,yes
recipe flavored butter,475.0,9.0,23.8,58.9,0.0,0.0,518.0,4.44,yes
recipe garlic yogurt sauce,197.0,10.3,14.9,5.48,0.19,0.1,493.0,8.03,yes
recipe giblet pan gravy,130.0,18.3,5.18,1.42,0.0,0.0,77.0,1.64,yes
recipe glaze,341.0,0.44,0.53,83.6,80.4,0.0,6.0,0.271,yes
recipe graham cracker crust,484.0,4.1,24.4,63.9,37.6,1.5,560.0,5.09,yes
recipe green curry paste or store-bought green curry paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
recipe mushroom-leek bread stuffing with herbs,386.0,11.0,3.4,76.2,8.27,3.2,1400.0,0.845,yes
recipe one-minute salsa,50.0,0.0,0.0,13.8,12.9,0.0,6.0,0.0,yes
recipe pan sauce,197.0,10.3,14.9,5.48,0.19,0.1,493.0,8.03,yes
recipe pan-seared steaks,313.0,28.8,21.1,0.0,0.0,0.0,71.0,8.18,yes
recipe pastry for a inch double crust pie,527.0,6.4,34.6,47.5,0.17,1.7,542.0,8.62,yes
recipe picada,359.0,1.42,7.17,72.2,64.3,1.1,132.0,4.48,yes
recipe red chile chicken filling,384.0,14.2,28.0,18.8,0.0,0.0,1040.0,6.34,yes
recipe red curry paste or store-bought red curry paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
recipe relish,129.0,0.63,0.54,34.5,0.0,3.2,1100.0,0.052,yes
recipe rich and creamy blue cheese dressing,86.0,2.1,2.7,13.2,3.6,0.0,939.0,0.628,yes
recipe sauce,197.0,10.3,14.9,5.48,0.19,0.1,493.0,8.03,yes
recipe scallion dipping sauce,197.0,10.3,14.9,5.48,0.19,0.1,493.0,8.03,yes
recipe simple farro,359.0,1.42,7.17,72.2,64.3,1.1,132.0,4.48,yes
recipe simple israeli couscous,112.0,3.79,0.16,23.2,0.1,1.4,5.0,0.029,yes
recipe stuffing,359.0,1.42,7.17,72.2,64.3,1.1,132.0,4.48,yes
recipe whole-wheat pizza dough,278.0,8.4,5.4,51.4,3.84,6.0,346.0,0.796,yes
red beet,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
red beets,43.0,1.61,0.17,9.56,6.76,2.8,78.0,0.027,yes
red beetwith greens,15.0,0.69,0.08,3.62,0.0,0.0,401.0,0.011,yes
red bell pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
red bell pepper strips,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
red bell peppers,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
red bell peppers see chef s tips tab for how to roast a bell pepper,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
red bell pepperstrips,350.0,4.32,21.5,34.9,2.17,3.2,313.0,2.17,yes
red cabbage,31.0,1.43,0.16,7.37,3.83,2.1,27.0,0.021,yes
red cherry tomatoes,50.0,1.0,0.3,12.2,8.49,1.6,3.0,0.068,yes
red chile,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
red chile pepper,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
red chilipaste,31.0,1.43,0.16,7.37,3.83,2.1,27.0,0.021,yes
red chilli,31.0,1.43,0.16,7.37,3.83,2.1,27.0,0.021,yes
red chillies,31.0,1.43,0.16,7.37,3.83,2.1,27.0,0.021,yes
red cooking wine,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
red currant jelly,56.0,1.4,0.2,13.8,7.37,4.3,1.0,0.017,yes
red currant or apple jelly,56.0,1.4,0.2,13.8,7.37,4.3,1.0,0.017,yes
red curry paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
red curry powder or madras curry powder,325.0,14.3,14.0,55.8,2.76,53.2,52.0,1.65,yes
red delicious apples,298.0,5.4,8.02,51.2,11.3,5.5,515.0,0.629,yes
red fingerling potato,87.0,2.3,0.15,19.6,1.43,1.8,12.0,0.04,yes
red fresno chile,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
red fresno chile or jalape o,282.0,11.3,14.6,26.4,3.67,1.4,434.0,2.83,yes
red fresno chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
red grapefruit,30.0,0.55,0.1,7.5,0.0,1.1,0.0,0.014,yes
red grapefruit and blood orangesegments,30.0,0.55,0.1,7.5,0.0,1.1,0.0,0.014,yes
red grapefruit juice,39.0,0.51,0.68,7.74,7.96,0.3,2.0,0.173,yes
red grapefruits,30.0,0.55,0.1,7.5,0.0,1.1,0.0,0.014,yes
red hot chili,40.0,1.87,0.44,8.81,5.3,1.5,9.0,0.042,yes
red jalape o chile,282.0,11.3,14.6,26.4,3.67,1.4,434.0,2.83,yes
red jalape o pepper,26.0,0.99,0.3,6.03,4.2,2.1,4.0,0.059,yes
red leaf lettuce leaves,13.0,1.33,0.22,2.26,0.48,0.9,25.0,0.028,yes
red leaf lettuceleaves,13.0,1.33,0.22,2.26,0.48,0.9,25.0,0.028,yes
red lentils,358.0,23.9,2.17,63.1,0.0,10.8,7.0,0.379,yes
red miso,198.0,12.8,6.01,25.4,6.2,5.4,3730.0,1.02,yes
